523	14	00 c4 02 03 00 c4 02 26	cf 02 37
524	2	02 37	02 37
525	14	02 73 00 75 02 26 00 6c	91 02 27
526	0		
527	14	01 ea 02 26 00 70 02 1f	70 00 94
528	14	02 18 01 59 00 6f 02 26	75 00 79
529	14	00 75 02 26 00 70 02 1f	70 00 94
530	7	00 71 00 65 01 84 00	01 84 00
531	14	02 d0 02 d0 00 d3 00 83	83 02 83
532	14	00 77 01 f1 01 7c 00 74	f9 00 88
533	14	00 00 01 a1 02 26 00 6c	91 02 27
534	0		
535	14	00 79 00 a2 01 57 00 a7	fe 01 8c
536	2	01 8c	01 8c
537	14	01 7f 01 4f 02 26 00 6c	91 02 27
538	14	00 98 01 55 00 fe 00 a5	67 00 f0
539	1	00	00
540	14	00 a2 00 78 02 a1 00 8c	fe 01 be
541	14	02 8d 02 26 00 70 02 1f	70 00 94
542	14	02 26 01 d2 01 84 00 d3	70 00 94
543	12	01 d2 01 84 00 d3 02 54	70 00 94
544	10	01 84 00 d3 02 54 00 70	70 00 94
545	8	00 d3 02 54 00 70 00 94	70 00 94
546	6	02 54 00 70 00 94	70 00 94
547	4	00 70 00 94	70 00 94
548	2	00 94	00 94
549	0		
550	0		
551	0		
552	0		
553	0		
554	0		
555	0		
556	0		
557	0		
558	0		
559	0		
560	0		
561	0		
562	0		
563	0		
564	0		
565	0		
566	0		
567	0		
568	0		
569	0		
570	0		
571	0		
572	0		
573	0		
574	0		
575	0		
576	0		
577	0		
578	0		
579	0		
580	0		
581	0		
582	0		
583	0		
584	0		
585	0		
586	0		
587	0		
588	0		
589	0		
590	0		
591	14	00 12 00 22 00 0a 00 16	1d 00 18
592	14	00 14 00 0e 00 16 00 0a	1c 00 1e
593	14	00 1d 00 1c 00 1e 00 17	10 00 0a
594	14	00 12 00 22 00 0a 00 17	10 00 0a
595	14	00 18 00 14 00 0a 00 16	1d 00 18
596	14	00 18 00 16 00 12 00 17	10 00 0a
597	14	13 00 12 fc 00 16 00 1e	0a 00 18
598	14	00 12 00 20 00 0a 00 1c	20 00 0a
599	14	00 0a 00 10 00 0e 00 22	16 00 0a
600	14	00 11 00 12 00 17 00 16	1d 00 18
601	14	12 fc 00 0f 00 1e 00 14	0d 00 0a
602	14	00 12 00 20 00 0a 00 20	14 00 12
603	14	18 00 1b 00 12 fc 00 22	0b 00 0e
604	14	0a fc 00 11 00 18 00 1c	14 00 0a
605	14	0a fc 00 17 00 0a 00 10	1d 00 0a
606	14	0e fc 00 1c 00 1e 00 1c	14 00 12
607	14	18 fc 00 17 00 0a 00 14	10 00 18
608	14	00 12 00 20 00 0a 00 20	14 00 12
609	14	00 1e 00 16 00 0e 00 16	22 00 0a
610	14	00 14 00 0a 00 17 00 12	11 00 12
611	14	00 1e 00 20 00 0a 00 13	16 00 0a
612	14	00 1c 00 0a 00 16 00 0a	1c 00 1e
613	14	00 14 00 0a 00 11 00 0a	11 00 12
614	14	00 1c 00 18 00 1d 00 18	14 00 0e
615	14	1b 00 18 fc 00 0d 00 18	1d 00 0a
616	14	17 fc 00 1d 00 0a 00 22	18 00 1b
617	14	12 00 23 00 18 fc 00 14	1d 00 18
618	14	14 00 12 fc 00 14 00 18	17 00 18
619	14	22 00 1e 00 17 00 10 fc	1e 00 17
620	14	18 fc 00 22 00 0a 00 1c	0d 00 0a
621	14	0e fc 00 14 00 18 00 0b	1d 00 0a
622	14	1d 00 1c 00 1e 00 16 00	00 18 fc
623	14	13 00 12 fc 00 18 00 14	17 00 0e
624	14	18 fc 00 1d 00 0a 00 14	17 00 18
625	14	12 fc 00 22 00 0a 00 16	17 00 0e
626	14	00 1b 00 0a 00 11 00 0a	11 00 12
627	14	16 00 0a 00 1c 00 11 00	00 0a fc
628	14	0a 00 15 fc 00 1c 00 1d	0f 00 0f
629	14	1b 00 1e fc 00 12 00 20	1d 00 0a
630	14	00 17 00 1d 00 0e 00 17	18 00 48
631	14	64 00 76 00 74 fc 00 65	7d 00 68
632	14	00 7c 00 6c 00 75 00 7e	73 00 26
633	14	8c 00 88 fc 00 80 00 7f	73 00 26
634	5	69 00 73 00 26	73 00 26
635	14	66 fc 00 65 00 6f 00 7e	73 00 26
636	14	66 fc 00 67 00 6d 00 6a	73 00 26
637	14	66 fc 00 65 00 6f 00 7e	73 00 26
638	14	00 7c 00 6c 00 75 00 7e	73 00 26
639	14	74 fc 00 67 00 6d 00 6a	73 00 26
640	12	00 67 00 6d 00 6a 00 69	73 00 26
641	0		
642	3	6e 00 6b	6e 00 6b
643	14	00 00 84 00 70 00 92 00	6e 00 6b
644	6	95 fc 00 6e 00 6b	6e 00 6b
645	4	00 14 00 27	14 00 27
646	6	01 3b 02 19 00 6b	19 00 6b
647	4	00 6b 03 57	6b 03 57
648	2	03 57	03 57
649	0		
650	8	00 70 02 8f 00 6c 02 0e	6c 02 0e
651	6	02 8f 00 6c 02 0e	6c 02 0e
652	0		
653	0		
654	0		
655	1	70	70
656	14	64 00 76 00 74 fc 00 67	85 00 68
657	14	66 fc 00 67 00 6d 00 6a	73 00 26
658	14	66 fc 00 67 00 6d 00 6a	73 00 26
659	14	71 fc 00 65 00 6f 00 7e	73 00 26
660	10	00 6f 00 7e 00 69 00 73	73 00 26
661	2	00 26	00 26
662	14	7d 00 66 fd 02 2c 01 d9	82 00 48
663	14	00 78 00 77 02 b2 01 d9	82 00 48
664	14	66 fd 00 67 00 6d 00 6a	73 00 26
665	12	00 67 00 6d 00 6a 00 69	73 00 26
666	6	00 69 00 73 00 26	73 00 26
667	14	00 7d 00 71 00 ae 01 d9	69 00 26
668	14	00 7d 00 71 00 ae 01 d9	69 00 26
669	14	7d 00 66 fc 02 2c 01 d9	82 00 48
670	14	01 b3 02 3a 02 b2 01 d9	82 00 48
671	14	01 b2 01 3b 02 3d 01 d9	82 00 48
672	12	01 3b 02 3d 01 d9 00 81	82 00 48
673	14	7b 00 98 fc 02 00 01 d9	82 00 48
674	14	f9 01 e4 01 13 fc 01 1c	73 00 26
675	14	7d 00 66 fc 02 2c 01 d9	82 00 48
676	14	01 9a 01 b2 02 b2 01 d9	82 00 48
677	14	4f fc 01 b3 02 3a 00 7e	73 00 26
678	14	7d 00 66 fc 02 2c 01 d9	82 00 48
679	14	01 b3 02 3a 02 b2 01 d9	82 00 48
680	12	02 3a 02 b2 01 d9 00 81	82 00 48
681	14	88 fc 02 09 01 d9 00 7e	73 00 26
682	12	02 09 01 d9 00 7e 00 69	73 00 26
683	14	13 02 b1 fc 02 48 01 e0	0e 00 48
684	12	b1 fc 02 48 01 e0 00 71	0e 00 48
685	14	13 02 b1 fc 02 48 01 e0	0e 00 48
686	14	00 7d 00 71 00 ae 01 d9	69 00 26
687	14	00 66 00 7d 01 c7 01 d9	82 00 48
688	12	00 7d 01 c7 01 d9 00 81	82 00 48
689	10	01 c7 01 d9 00 81 00 82	82 00 48
690	8	01 d9 00 81 00 82 00 48	82 00 48
691	6	00 81 00 82 00 48	82 00 48
692	0		
693	0		
694	14	7a 00 7d 00 86 fc 00 70	96 00 27
695	14	86 02 21 01 4f fc 00 7f	73 00 26
696	12	21 01 4f fc 00 7f 00 69	73 00 26
697	10	4f fc 00 7f 00 69 00 73	73 00 26
698	8	00 7f 00 69 00 73 00 26	73 00 26
699	6	00 69 00 73 00 26	73 00 26
700	14	1c 01 57 fc 01 60 02 7a	82 00 48
701	14	1c 01 57 fc 01 60 02 7a	82 00 48
702	14	88 fc 00 80 00 9e 01 d9	82 00 48
703	14	01 b2 01 3b 02 3d 01 d9	82 00 48
704	14	01 b2 01 3b 02 3d 01 d9	82 00 48
705	14	01 b2 01 3b 02 3d 01 d9	82 00 48
706	14	82 01 4a fc 02 48 01 e0	0e 00 4f
707	14	fc 02 0a 01 cd 00 fe fc	2e 00 26
708	14	74 fc 00 65 00 6f 00 7e	73 00 26
709	14	00 01 00 fc 00 20 00 12	1c 00 27
710	14	71 02 2f fc 01 8f 02 96	8f 00 8a
711	14	74 fc 00 67 00 6d 00 6a	73 00 26
